company	title	url	drop_reason
Twilio	Sr. Manager, GTM Strategy Business Partner	https://boards.greenhouse.io/twilio/jobs/4660845	dead-link (redirects to job index, req no longer resolves)
Calm	Product Marketing Manager, B2B	https://boards.greenhouse.io/calm/jobs/7566413002	dead-link (job id now resolves to a different unrelated posting)
Penta Group	Revenue Operations Manager	https://jobs.lever.co/pentagrp/ef48217e-ced8-4ac1-b5fe-e12bf578ca6f	dead-link (404)
Drata	Senior Field Marketing Manager, East Coast, US	https://jobs.ashbyhq.com/drata/0ad403d1-e667-4b82-aac2-c6bd3f898cab	dead-link (not in live Ashby job-board API listing)
Vanta	Staff Product Manager, Data Platform	https://jobs.ashbyhq.com/vanta/f7225fae-2203-4332-8ea4-8569c7e371d1	dead-link (not in live Ashby job-board API listing)
Vanta	Group Product Marketing Manager	https://jobs.ashbyhq.com/vanta/403e14bd-0e69-49e7-a999-dcf26d93aae0	dead-link (not in live Ashby job-board API listing)
Vanta	Senior GTM Strategy & Operations Manager, Top of Funnel	https://jobs.ashbyhq.com/vanta/ffdee1c4-c463-4e6f-a98a-ef8240e34868	dead-link (not in live Ashby job-board API listing)
Vanta	Senior Product Manager, Agent Ecosystem	https://jobs.ashbyhq.com/vanta/f2661895-d4fb-4b7e-95c9-14b13964e6a9	dead-link (not in live Ashby job-board API listing)
Vanta	Senior GTM Strategy & Operations Manager, Mid-Late Sales Funnel	https://jobs.ashbyhq.com/vanta/c6090572-cbca-4b11-810e-127bf0183abf	dead-link (not in live Ashby job-board API listing)
Vanta	GTM Strategy & Operations Analyst, Account Management	https://jobs.ashbyhq.com/vanta/0e82974a-0023-49a2-b1ec-a0fa89636dd5	dead-link (not in live Ashby job-board API listing)
Confluent	Senior Product Manager, Cloud Networking	https://jobs.ashbyhq.com/confluent/dc52dfa1-1649-442c-9344-609b8f01ed4b	dead-link (not in live Ashby job-board API listing; duplicate req of a live id)
Confluent	Staff Product Manager, Real Time Data Analytics Platform	https://jobs.ashbyhq.com/confluent/81b94a4e-53d3-40d5-9c04-af57bd01961c	dead-link (not in live Ashby job-board API listing)
Confluent	Staff Product Manager, Cloud Networking	https://jobs.ashbyhq.com/confluent/e70deb8a-3308-49dd-b9c7-b537333c5645	dead-link (not in live Ashby job-board API listing)
Confluent	Senior Product Manager, Developer Experience	https://jobs.ashbyhq.com/confluent/69b37f70-0978-472e-86a9-2d19ba70820f	dead-link (not in live Ashby job-board API listing)
Fivetran	Senior Pricing Data Scientist	https://www.fivetran.com/careers/job?gh_jid=7806295003	dead-link (gh_jid resolves to a placeholder template page)
Fivetran	Staff Product Manager - dbt v2	https://www.fivetran.com/careers/job?gh_jid=7787885003	dead-link (gh_jid resolves to a placeholder template page)
ClassCliq	Founder's Office Executive	https://www.linkedin.com/jobs/view/4458886410/	dead-link (LinkedIn redirects expired job view to unrelated generic search results)
BrightCHAMPS	Associate - Founder's Office	https://www.linkedin.com/jobs/view/4459778311/	dead-link (LinkedIn redirects expired job view to unrelated generic search results)
Wisemonk	Founder's Office - GTM Associate	https://www.linkedin.com/jobs/view/4459795162/	dead-link (LinkedIn redirects expired job view to unrelated generic search results)
?	Sr. Founder Office Associate	https://www.linkedin.com/jobs/view/4459477886/	dead-link (LinkedIn redirects expired job view to unrelated generic search results)
Hasiru Group	Business Operations Manager -Founders office	https://www.linkedin.com/jobs/view/4458099526/	dead-link (LinkedIn redirects expired job view to unrelated generic search results)
Superstuff	Head of Growth (Performance)		unconfirmed (no direct posting URL surfaced by the sweep, only an aggregator snippet)
Modern Health	Senior Product Marketing Manager		unconfirmed (no direct posting URL surfaced by the sweep, only an aggregator snippet)
Google	Strategy and Operations Analyst, YouTube Ads Go-to-Market	https://zapply.jobs/l/d/google-129428192589947590?s=gh-new-grad-jobs-2027	unconfirmed (Google careers page returned truncated content; JD body could not be verified, liveness check unavailable this run - see digest)
